Gene Symbol,-2,-1,0,1,2,total
ACAP3,0.34,15.12,70.62,13.23,0.69,100.0
ACTRT2,0.34,15.12,70.62,13.23,0.69,100.0
AGRN,0.34,15.12,70.62,13.23,0.69,100.0
ANKRD65,0.34,15.12,70.62,13.23,0.69,100.0
ATAD3A,0.34,15.12,70.62,13.23,0.69,100.0
ATAD3B,0.34,15.12,70.62,13.23,0.69,100.0
ATAD3C,0.34,15.12,70.62,13.23,0.69,100.0
AURKAIP1,0.34,15.12,70.62,13.23,0.69,100.0
B3GALT6,0.34,15.12,70.62,13.23,0.69,100.0
C1orf159,0.34,15.12,70.62,13.23,0.69,100.0
C1orf170,0.34,15.12,70.62,13.23,0.69,100.0
C1orf233,0.34,15.12,70.62,13.23,0.69,100.0
C1orf86,0.34,15.12,70.62,13.23,0.69,100.0
CALML6,0.34,15.12,70.62,13.23,0.69,100.0
CCNL2,0.34,15.12,70.62,13.23,0.69,100.0
CDK11A,0.34,15.12,70.62,13.23,0.69,100.0
CDK11B,0.34,15.12,70.62,13.23,0.69,100.0
CPSF3L,0.34,15.12,70.62,13.23,0.69,100.0
DDX11L1|chr1,0.34,15.12,70.62,13.23,0.69,100.0
DVL1,0.34,15.12,70.62,13.23,0.69,100.0
FAM132A,0.34,15.12,70.62,13.23,0.69,100.0
FAM138A|chr1,0.34,15.12,70.62,13.23,0.69,100.0
FAM138F|chr1,0.34,15.12,70.62,13.23,0.69,100.0
FAM213B,0.34,15.12,70.62,13.23,0.69,100.0
FAM41C,0.34,15.12,70.62,13.23,0.69,100.0
FLJ42875,0.34,15.12,70.62,13.23,0.69,100.0
GABRD,0.34,15.12,70.62,13.23,0.69,100.0
GLTPD1,0.34,15.12,70.62,13.23,0.69,100.0
GNB1,0.34,15.12,70.62,13.23,0.69,100.0
HES4,0.34,15.12,70.62,13.23,0.69,100.0
HES5,0.34,15.12,70.62,13.23,0.69,100.0
ISG15,0.34,15.12,70.62,13.23,0.69,100.0
KIAA1751,0.34,15.12,70.62,13.23,0.69,100.0
KLHL17,0.34,15.12,70.62,13.23,0.69,100.0
LINC00115,0.34,15.12,70.62,13.23,0.69,100.0
LOC100129534,0.34,15.12,70.62,13.23,0.69,100.0
LOC100130417,0.34,15.12,70.62,13.23,0.69,100.0
LOC100132062|chr1,0.34,15.12,70.62,13.23,0.69,100.0
LOC100132287|chr1,0.34,15.12,70.62,13.23,0.69,100.0
LOC100133331|chr1,0.34,15.12,70.62,13.23,0.69,100.0
LOC100133445,0.34,15.12,70.62,13.23,0.69,100.0
LOC100288069,0.34,15.12,70.62,13.23,0.69,100.0
LOC115110,0.34,15.12,70.62,13.23,0.69,100.0
LOC148413,0.34,15.12,70.62,13.23,0.69,100.0
LOC254099,0.34,15.12,70.62,13.23,0.69,100.0
LOC643837,0.34,15.12,70.62,13.23,0.69,100.0
LOC729737,0.34,15.12,70.62,13.23,0.69,100.0
MIB2,0.34,15.12,70.62,13.23,0.69,100.0
MIR200A,0.34,15.12,70.62,13.23,0.69,100.0
MIR200B,0.34,15.12,70.62,13.23,0.69,100.0
MIR4251,0.34,15.12,70.62,13.23,0.69,100.0
MIR429,0.34,15.12,70.62,13.23,0.69,100.0
MMEL1,0.34,15.12,70.62,13.23,0.69,100.0
MMP23A,0.34,15.12,70.62,13.23,0.69,100.0
MMP23B,0.34,15.12,70.62,13.23,0.69,100.0
MORN1,0.34,15.12,70.62,13.23,0.69,100.0
MRPL20,0.34,15.12,70.62,13.23,0.69,100.0
MXRA8,0.34,15.12,70.62,13.23,0.69,100.0
NADK,0.34,15.12,70.62,13.23,0.69,100.0
NOC2L,0.34,15.12,70.62,13.23,0.69,100.0
OR4F16|chr1,0.34,15.12,70.62,13.23,0.69,100.0
OR4F29|chr1,0.34,15.12,70.62,13.23,0.69,100.0
OR4F3|chr1,0.34,15.12,70.62,13.23,0.69,100.0
OR4F5,0.34,15.12,70.62,13.23,0.69,100.0
PANK4,0.34,15.12,70.62,13.23,0.69,100.0
PEX10,0.34,15.12,70.62,13.23,0.69,100.0
PLCH2,0.34,15.12,70.62,13.23,0.69,100.0
PLEKHN1,0.34,15.12,70.62,13.23,0.69,100.0
PRDM16,0.34,15.46,70.62,12.89,0.69,100.0
PRKCZ,0.34,15.12,70.62,13.23,0.69,100.0
PUSL1,0.34,15.12,70.62,13.23,0.69,100.0
RER1,0.34,15.12,70.62,13.23,0.69,100.0
RNF223,0.34,15.12,70.62,13.23,0.69,100.0
SAMD11,0.34,15.12,70.62,13.23,0.69,100.0
SCNN1D,0.34,15.12,70.62,13.23,0.69,100.0
SDF4,0.34,15.12,70.62,13.23,0.69,100.0
SKI,0.34,15.12,70.62,13.23,0.69,100.0
SLC35E2B,0.34,15.12,70.62,13.23,0.69,100.0
SLC35E2,0.34,15.12,70.62,13.23,0.69,100.0
SSU72,0.34,15.12,70.62,13.23,0.69,100.0
TAS1R3,0.34,15.12,70.62,13.23,0.69,100.0
TMEM240,0.34,15.12,70.62,13.23,0.69,100.0
TMEM52,0.34,15.12,70.62,13.23,0.69,100.0
TMEM88B,0.34,15.12,70.62,13.23,0.69,100.0
TNFRSF14,0.34,15.12,70.62,13.23,0.69,100.0
TNFRSF18,0.34,15.12,70.62,13.23,0.69,100.0
TNFRSF4,0.34,15.12,70.62,13.23,0.69,100.0
TTC34,0.34,15.12,70.62,13.23,0.69,100.0
TTLL10,0.34,15.12,70.62,13.23,0.69,100.0
UBE2J2,0.34,15.12,70.62,13.23,0.69,100.0
VWA1,0.34,15.12,70.62,13.23,0.69,100.0
WASH7P,0.34,15.12,70.62,13.23,0.69,100.0
hsa-mir-1302-2,0.34,15.12,70.62,13.23,0.69,100.0
hsa-mir-200a,0.34,15.12,70.62,13.23,0.69,100.0
hsa-mir-200b,0.34,15.12,70.62,13.23,0.69,100.0
hsa-mir-4251,0.34,15.12,70.62,13.23,0.69,100.0
hsa-mir-429,0.34,15.12,70.62,13.23,0.69,100.0
ARHGEF16,0.17,15.81,70.27,13.06,0.69,100.0
MEGF6,0.17,16.67,69.93,12.71,0.52,100.0
MIR551A,0.17,16.15,70.27,12.89,0.52,100.0
hsa-mir-551a,0.17,16.15,70.27,12.89,0.52,100.0
TPRG1L,0.17,16.84,69.76,12.71,0.52,100.0
WRAP73,0.17,17.18,69.59,12.54,0.52,100.0
TP73,0.17,17.53,69.24,12.54,0.52,100.0
TP73-AS1,0.17,17.35,69.76,12.54,0.17,100.0
CCDC27,0.17,17.35,69.76,12.54,0.17,100.0
LOC388588,0.17,17.35,69.76,12.54,0.17,100.0
LRRC47,0.17,17.35,69.76,12.54,0.17,100.0
CEP104,0.17,17.87,69.24,12.54,0.17,100.0
DFFB,0.17,17.7,69.42,12.54,0.17,100.0
C1orf174,0.17,17.7,69.42,12.54,0.17,100.0
LOC100133612,0.17,17.53,69.42,12.71,0.17,100.0
LOC728716,0.17,17.53,69.42,12.71,0.17,100.0
LOC284661,0.0,19.76,67.7,12.54,0.0,100.0
AJAP1,0.34,19.59,67.53,12.54,0.0,100.0
MIR4417,0.0,21.48,66.32,12.2,0.0,100.0
MIR4689,0.0,22.16,65.98,11.86,0.0,100.0
NPHP4,0.0,22.68,65.46,11.86,0.0,100.0
KCNAB2,0.17,23.02,65.29,11.51,0.0,100.0
CHD5,0.17,23.02,65.29,11.51,0.0,100.0
RPL22,0.17,23.02,65.29,11.51,0.0,100.0
RNF207,0.17,22.85,65.46,11.51,0.0,100.0
ICMT,0.17,22.85,65.46,11.51,0.0,100.0
GPR153,0.17,22.34,65.98,11.51,0.0,100.0
HES3,0.17,22.34,65.98,11.51,0.0,100.0
ACOT7,0.17,22.68,65.64,11.51,0.0,100.0
HES2,0.0,22.34,65.98,11.68,0.0,100.0
ESPN,0.0,22.85,65.29,11.86,0.0,100.0
MIR4252,0.0,22.16,65.98,11.86,0.0,100.0
hsa-mir-4252,0.0,22.16,65.98,11.86,0.0,100.0
PLEKHG5,0.0,22.68,65.12,12.2,0.0,100.0
TNFRSF25,0.0,22.51,65.46,12.03,0.0,100.0
NOL9,0.0,22.68,64.95,12.37,0.0,100.0
TAS1R1,0.0,22.16,65.46,12.37,0.0,100.0
ZBTB48,0.0,22.16,65.46,12.37,0.0,100.0
KLHL21,0.0,22.16,65.46,12.37,0.0,100.0
PHF13,0.0,22.16,65.46,12.37,0.0,100.0
THAP3,0.0,22.16,65.46,12.37,0.0,100.0
DNAJC11,0.0,22.34,65.46,12.2,0.0,100.0
CAMTA1,1.2,24.05,63.4,11.17,0.17,100.0
VAMP3,1.2,23.02,64.6,11.0,0.17,100.0
PER3,1.55,22.85,64.43,11.0,0.17,100.0
UTS2,1.55,22.68,64.6,11.0,0.17,100.0
TNFRSF9,2.06,22.34,64.43,11.17,0.0,100.0
PARK7,2.06,21.99,64.78,11.17,0.0,100.0
ERRFI1,2.06,22.16,64.6,11.17,0.0,100.0
SLC45A1,2.23,20.79,65.64,11.34,0.0,100.0
RERE,2.23,20.96,65.12,11.51,0.17,100.0
ENO1,1.2,20.96,65.98,11.86,0.0,100.0
ENO1-AS1,1.2,20.96,65.98,11.86,0.0,100.0
CA6,1.2,20.62,66.49,11.68,0.0,100.0
SLC2A7,1.2,20.27,66.84,11.68,0.0,100.0
SLC2A5,1.2,20.27,66.84,11.68,0.0,100.0
GPR157,1.2,20.1,67.18,11.51,0.0,100.0
MIR34A,1.2,20.27,67.01,11.51,0.0,100.0
hsa-mir-34a,1.2,20.27,67.01,11.51,0.0,100.0
H6PD,1.03,20.27,67.01,11.51,0.17,100.0
SPSB1,0.86,20.27,67.18,11.51,0.17,100.0
SLC25A33,0.34,19.93,67.87,11.68,0.17,100.0
TMEM201,0.34,19.42,68.21,11.86,0.17,100.0
C1orf200,0.34,19.07,68.38,11.86,0.34,100.0
PIK3CD,0.34,19.07,68.38,11.86,0.34,100.0
CLSTN1,0.34,18.56,68.9,11.86,0.34,100.0
CTNNBIP1,0.17,18.38,69.24,12.03,0.17,100.0
LZIC,0.17,18.21,69.42,12.03,0.17,100.0
NMNAT1,0.17,18.21,69.42,12.03,0.17,100.0
RBP7,0.17,17.87,69.76,12.03,0.17,100.0
UBE4B,0.17,17.7,69.24,12.37,0.52,100.0
KIF1B,0.17,17.53,69.24,12.37,0.69,100.0
hsa-mir-1273d,0.17,17.53,69.42,12.37,0.52,100.0
PGD,0.17,16.49,70.62,12.03,0.69,100.0
APITD1-CORT,0.0,16.67,70.62,12.03,0.69,100.0
APITD1,0.0,16.67,70.62,12.03,0.69,100.0
CORT,0.0,16.49,70.96,12.03,0.52,100.0
DFFA,0.0,16.49,70.96,12.03,0.52,100.0
PEX14,0.0,16.32,70.96,12.03,0.69,100.0
CASZ1,0.0,15.64,71.65,12.03,0.69,100.0
C1orf127,0.0,13.92,72.85,12.37,0.86,100.0
TARDBP,0.0,13.75,73.37,12.54,0.34,100.0
MASP2,0.0,13.75,73.37,12.54,0.34,100.0
SRM,0.0,13.4,73.54,12.71,0.34,100.0
EXOSC10,0.0,13.4,73.54,12.71,0.34,100.0
MTOR,0.0,12.89,73.37,13.23,0.52,100.0
ANGPTL7,0.0,12.89,73.54,13.23,0.34,100.0
UBIAD1,0.0,12.71,73.37,13.4,0.52,100.0
PTCHD2,0.17,12.71,73.37,13.4,0.34,100.0
FBXO2,0.0,12.54,73.54,13.4,0.52,100.0
FBXO44,0.0,12.54,73.54,13.4,0.52,100.0
FBXO6,0.0,12.54,73.54,13.4,0.52,100.0
MAD2L2,0.0,12.37,73.71,13.4,0.52,100.0
C1orf187,0.0,12.2,73.71,13.57,0.52,100.0
AGTRAP,0.0,12.03,73.71,13.75,0.52,100.0
MTHFR,0.0,12.03,73.54,13.75,0.69,100.0
CLCN6,0.0,12.03,73.54,13.75,0.69,100.0
NPPA-AS1,0.0,12.2,73.71,13.57,0.52,100.0
NPPA,0.0,12.2,73.71,13.57,0.52,100.0
NPPB,0.17,12.2,73.71,13.4,0.52,100.0
KIAA2013,0.0,12.03,73.88,13.57,0.52,100.0
PLOD1,0.0,12.03,73.71,13.57,0.69,100.0
MFN2,0.0,11.86,73.88,13.57,0.69,100.0
MIIP,0.0,11.86,73.88,13.57,0.69,100.0
TNFRSF8,0.0,11.68,74.05,13.75,0.52,100.0
TNFRSF1B,0.17,11.51,74.05,13.75,0.52,100.0
MIR4632,0.17,11.34,74.4,13.75,0.34,100.0
VPS13D,0.0,11.51,74.23,13.75,0.52,100.0
SNORA59A|chr1,0.0,11.68,74.23,13.75,0.34,100.0
SNORA59B|chr1,0.0,11.68,74.23,13.75,0.34,100.0
DHRS3,0.17,11.68,74.05,13.75,0.34,100.0
AADACL4,0.17,11.34,74.4,13.75,0.34,100.0
AADACL3,0.17,11.17,74.4,13.92,0.34,100.0
C1orf158,0.0,11.17,74.57,13.92,0.34,100.0
HNRNPCL1,0.0,11.34,74.05,13.92,0.69,100.0
LOC440563,0.0,11.34,74.05,13.92,0.69,100.0
LOC649330,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF10,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF11,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF12,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF13,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF14,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF15,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF16,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF17,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF18,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF19,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF1,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF20,0.0,11.51,73.88,13.92,0.69,100.0
PRAMEF21,0.0,11.51,73.88,13.92,0.69,100.0
PRAMEF22,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF2,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF3,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF4,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF5,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF6,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF7,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF8,0.0,11.34,74.05,13.92,0.69,100.0
PRAMEF9,0.0,11.34,74.05,13.92,0.69,100.0
LRRC38,0.0,10.65,74.4,13.92,1.03,100.0
PDPN,0.0,10.82,73.88,13.92,1.37,100.0
PRDM2,0.0,10.65,73.88,13.92,1.55,100.0
KAZN,0.17,10.31,74.4,14.26,0.86,100.0
C1orf126,0.17,9.45,75.26,14.78,0.34,100.0
TMEM51,0.17,9.45,75.26,14.6,0.52,100.0
FHAD1,0.0,9.97,74.74,14.6,0.69,100.0
EFHD2,0.0,9.97,75.26,14.6,0.17,100.0
CTRC,0.0,9.79,75.43,14.6,0.17,100.0
CELA2A,0.0,9.79,75.43,14.6,0.17,100.0
CELA2B,0.0,9.79,75.43,14.6,0.17,100.0
CASP9,0.0,9.62,75.77,14.43,0.17,100.0
DNAJC16,0.0,9.79,75.6,14.43,0.17,100.0
AGMAT,0.0,9.79,75.6,14.43,0.17,100.0
DDI2,0.0,9.97,75.6,14.26,0.17,100.0
RSC1A1,0.0,9.97,75.6,14.26,0.17,100.0
PLEKHM2,0.0,9.79,75.6,14.43,0.17,100.0
FBLIM1,0.0,9.79,75.77,14.26,0.17,100.0
SLC25A34,0.0,9.79,75.77,14.26,0.17,100.0
TMEM82,0.0,9.79,75.77,14.26,0.17,100.0
UQCRHL,0.0,9.45,76.12,14.09,0.34,100.0
FLJ37453,0.0,9.45,76.12,14.09,0.34,100.0
SPEN,0.0,9.45,76.12,14.09,0.34,100.0
ZBTB17,0.0,9.45,76.12,14.09,0.34,100.0
C1orf64,0.0,9.28,76.12,14.26,0.34,100.0
HSPB7,0.0,9.28,76.12,14.43,0.17,100.0
CLCNKA,0.0,9.11,76.29,14.43,0.17,100.0
CLCNKB,0.0,9.11,76.29,14.43,0.17,100.0
FAM131C,0.0,9.11,76.29,14.43,0.17,100.0
EPHA2,0.0,9.11,76.29,14.26,0.34,100.0
ARHGEF19,0.0,8.93,76.46,14.26,0.34,100.0
RSG1,0.0,8.93,76.46,14.26,0.34,100.0
FBXO42,0.0,9.11,76.46,14.09,0.34,100.0
C1orf144,0.0,9.11,76.46,14.26,0.17,100.0
SPATA21,0.0,9.28,76.29,14.26,0.17,100.0
NECAP2,0.0,9.28,76.29,14.26,0.17,100.0
CROCCP3,0.0,9.28,76.29,14.26,0.17,100.0
ATP13A2,0.0,9.28,76.29,14.26,0.17,100.0
CROCCP2,0.0,9.28,76.29,14.26,0.17,100.0
CROCC,0.0,9.28,76.29,14.26,0.17,100.0
ESPNP,0.0,9.28,76.29,14.26,0.17,100.0
MFAP2,0.0,9.28,76.29,14.26,0.17,100.0
MIR3675,0.0,9.28,76.29,14.26,0.17,100.0
MST1P2,0.0,9.28,76.29,14.26,0.17,100.0
MST1P9,0.0,9.28,76.29,14.26,0.17,100.0
NBPF1,0.0,9.28,76.29,14.26,0.17,100.0
SDHB,0.0,9.45,76.46,13.92,0.17,100.0
PADI2,0.0,9.28,76.63,13.92,0.17,100.0
PADI1,0.0,9.28,76.63,13.92,0.17,100.0
PADI3,0.0,9.28,76.63,13.92,0.17,100.0
PADI4,0.0,9.28,76.8,13.75,0.17,100.0
PADI6,0.0,9.28,76.8,13.75,0.17,100.0
RCC2,0.0,9.28,76.63,13.92,0.17,100.0
ARHGEF10L,0.0,9.11,76.8,13.92,0.17,100.0
ACTL8,0.0,8.93,77.15,13.75,0.17,100.0
IGSF21,0.34,8.76,76.63,13.75,0.52,100.0
KLHDC7A,0.34,8.76,76.8,13.92,0.17,100.0
PAX7,0.0,8.93,76.8,13.75,0.52,100.0
TAS1R2,0.0,8.93,76.98,13.57,0.52,100.0
ALDH4A1,0.0,8.93,77.32,13.4,0.34,100.0
MIR4695,0.0,8.76,77.32,13.57,0.34,100.0
hsa-mir-1290,0.0,8.93,77.32,13.4,0.34,100.0
IFFO2,0.0,8.93,77.32,13.4,0.34,100.0
UBR4,0.17,9.11,77.32,13.23,0.17,100.0
KIAA0090,0.17,9.28,77.32,13.06,0.17,100.0
MRTO4,0.17,9.11,77.84,12.71,0.17,100.0
AKR7L,0.17,9.11,77.84,12.71,0.17,100.0
AKR7A3,0.17,9.11,77.84,12.71,0.17,100.0
LOC100506730,0.17,9.11,77.84,12.71,0.17,100.0
AKR7A2,0.17,9.45,77.66,12.54,0.17,100.0
PQLC2,0.17,9.62,77.49,12.54,0.17,100.0
CAPZB,0.17,9.79,77.32,12.37,0.34,100.0
C1orf151-NBL1,0.17,9.79,77.49,12.37,0.17,100.0
MINOS1,0.17,9.79,77.49,12.37,0.17,100.0
NBL1,0.17,9.79,77.49,12.37,0.17,100.0
HTR6,0.17,9.79,77.49,12.37,0.17,100.0
TMCO4,0.17,10.31,76.98,12.37,0.17,100.0
RNF186,0.17,9.97,77.32,12.37,0.17,100.0
OTUD3,0.17,10.31,76.8,12.54,0.17,100.0
PLA2G2E,0.17,10.31,76.8,12.54,0.17,100.0
PLA2G2A,0.17,10.31,76.8,12.54,0.17,100.0
PLA2G5,0.17,10.31,76.63,12.71,0.17,100.0
PLA2G2D,0.17,10.31,76.63,12.71,0.17,100.0
PLA2G2F,0.17,10.48,76.63,12.54,0.17,100.0
PLA2G2C,0.17,10.48,76.63,12.54,0.17,100.0
UBXN10,0.17,10.48,76.63,12.54,0.17,100.0
VWA5B1,0.0,10.48,76.8,12.54,0.17,100.0
LOC339505,0.0,10.48,76.8,12.54,0.17,100.0
CAMK2N1,0.0,10.31,76.98,12.37,0.34,100.0
MUL1,0.0,10.31,76.98,12.37,0.34,100.0
FAM43B,0.0,10.31,76.98,12.37,0.34,100.0
CDA,0.0,10.14,76.98,12.54,0.34,100.0
PINK1,0.0,9.79,77.32,12.54,0.34,100.0
DDOST,0.0,9.79,77.32,12.54,0.34,100.0
KIF17,0.0,10.14,77.15,12.37,0.34,100.0
SH2D5,0.0,10.14,77.15,12.37,0.34,100.0
HP1BP3,0.0,9.97,77.15,12.54,0.34,100.0
EIF4G3,0.17,10.14,76.29,12.54,0.86,100.0
hsa-mir-1256,0.17,9.97,77.15,12.2,0.52,100.0
ECE1,0.17,10.31,76.29,12.37,0.86,100.0
LOC100506801,0.17,10.31,76.63,12.2,0.69,100.0
NBPF3,0.17,10.31,76.63,12.2,0.69,100.0
ALPL,0.17,10.48,76.46,12.2,0.69,100.0
RAP1GAP,0.17,10.65,76.46,12.2,0.52,100.0
USP48,0.17,10.65,76.46,12.2,0.52,100.0
LDLRAD2,0.17,10.65,76.46,12.37,0.34,100.0
HSPG2,0.17,10.65,76.29,12.37,0.52,100.0
CDC42,0.34,10.65,76.29,12.2,0.52,100.0
CELA3A,0.34,10.65,76.29,12.2,0.52,100.0
